,experiment,d,repetitions,m,n,approx_type,kernel_type,l_minus_l_plus,function_type,perturbation_or_Qi,power
547,9: uniform alternative,1.0,500,500,500,wild bootstrap,laplace,"(-9, 5)",centred,3,0.264
548,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-2, -2)",uniform,2,0.636
549,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-2, -2)",centred,2,0.624
550,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-3, -1)",uniform,2,0.534
551,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-3, -1)",centred,2,0.604
552,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-4, 0)",uniform,2,0.5
553,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-4, 0)",centred,2,0.54
554,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-5, 1)",uniform,2,0.428
555,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-5, 1)",centred,2,0.592
556,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-6, 2)",uniform,2,0.408
557,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-6, 2)",centred,2,0.572
558,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-7, 3)",uniform,2,0.384
559,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-7, 3)",centred,2,0.554
560,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-8, 4)",uniform,2,0.366
561,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-8, 4)",centred,2,0.548
562,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-9, 5)",uniform,2,0.374
563,9: uniform alternative,2.0,500,2000,2000,wild bootstrap,laplace,"(-9, 5)",centred,2,0.556
564,11: uniform alternative,1.0,500,25000,25000,,gaussian,"(-4, 0)",ost,1,1.0
565,11: uniform alternative,1.0,500,25000,25000,,gaussian,"(-4, 0)",ost,2,0.796
566,11: uniform alternative,1.0,500,25000,25000,,gaussian,"(-4, 0)",ost,3,0.122
567,11: uniform alternative,1.0,500,25000,25000,,gaussian,"(-4, 0)",ost,4,0.088
568,11: uniform alternative,2.0,500,250000,250000,,gaussian,"(-4, 0)",ost,1,1.0
569,11: uniform alternative,2.0,500,250000,250000,,gaussian,"(-4, 0)",ost,2,0.23
570,11: uniform alternative,2.0,500,250000,250000,,gaussian,"(-4, 0)",ost,3,0.08
571,11: uniform alternative,1.0,500,25000,25000,,laplace,"(-4, 0)",ost,1,1.0
572,11: uniform alternative,1.0,500,25000,25000,,laplace,"(-4, 0)",ost,2,0.854
573,11: uniform alternative,1.0,500,25000,25000,,laplace,"(-4, 0)",ost,3,0.11
574,11: uniform alternative,1.0,500,25000,25000,,laplace,"(-4, 0)",ost,4,0.09
575,11: uniform alternative,2.0,500,250000,250000,,laplace,"(-4, 0)",ost,1,1.0
576,11: uniform alternative,2.0,500,250000,250000,,laplace,"(-4, 0)",ost,2,0.268
577,11: uniform alternative,2.0,500,250000,250000,,laplace,"(-4, 0)",ost,3,0.058
578,11: uniform alternative,1.0,500,50000,50000,,gaussian,"(-4, 0)",ost,1,1.0
579,11: uniform alternative,1.0,500,50000,50000,,gaussian,"(-4, 0)",ost,2,0.944
580,11: uniform alternative,1.0,500,50000,50000,,gaussian,"(-4, 0)",ost,3,0.238
581,11: uniform alternative,1.0,500,50000,50000,,gaussian,"(-4, 0)",ost,4,0.094
582,11: uniform alternative,2.0,500,500000,500000,,gaussian,"(-4, 0)",ost,1,1.0
583,11: uniform alternative,2.0,500,500000,500000,,gaussian,"(-4, 0)",ost,2,0.42
584,11: uniform alternative,2.0,500,500000,500000,,gaussian,"(-4, 0)",ost,3,0.076
585,11: uniform alternative,1.0,500,50000,50000,,laplace,"(-4, 0)",ost,1,1.0
586,11: uniform alternative,1.0,500,50000,50000,,laplace,"(-4, 0)",ost,2,0.992
587,11: uniform alternative,1.0,500,50000,50000,,laplace,"(-4, 0)",ost,3,0.21
588,11: uniform alternative,1.0,500,50000,50000,,laplace,"(-4, 0)",ost,4,0.064
589,11: uniform alternative,2.0,500,500000,500000,,laplace,"(-4, 0)",ost,1,1.0
590,11: uniform alternative,2.0,500,500000,500000,,laplace,"(-4, 0)",ost,2,0.47
591,11: uniform alternative,2.0,500,500000,500000,,laplace,"(-4, 0)",ost,3,0.08
592,11: uniform alternative,1.0,500,75000,75000,,gaussian,"(-4, 0)",ost,1,1.0
593,11: uniform alternative,1.0,500,75000,75000,,gaussian,"(-4, 0)",ost,2,0.992
594,11: uniform alternative,1.0,500,75000,75000,,gaussian,"(-4, 0)",ost,3,0.334
595,11: uniform alternative,1.0,500,75000,75000,,gaussian,"(-4, 0)",ost,4,0.124
596,11: uniform alternative,2.0,500,750000,750000,,gaussian,"(-4, 0)",ost,1,1.0
597,11: uniform alternative,2.0,500,750000,750000,,gaussian,"(-4, 0)",ost,2,0.572
598,11: uniform alternative,2.0,500,750000,750000,,gaussian,"(-4, 0)",ost,3,0.084
599,11: uniform alternative,1.0,500,75000,75000,,laplace,"(-4, 0)",ost,1,1.0
600,11: uniform alternative,1.0,500,75000,75000,,laplace,"(-4, 0)",ost,2,0.998
601,11: uniform alternative,1.0,500,75000,75000,,laplace,"(-4, 0)",ost,3,0.328
602,11: uniform alternative,1.0,500,75000,75000,,laplace,"(-4, 0)",ost,4,0.118
603,11: uniform alternative,2.0,500,750000,750000,,laplace,"(-4, 0)",ost,1,1.0
604,11: uniform alternative,2.0,500,750000,750000,,laplace,"(-4, 0)",ost,2,0.71
605,11: uniform alternative,2.0,500,750000,750000,,laplace,"(-4, 0)",ost,3,0.114
606,11: uniform alternative,1.0,500,100000,100000,,gaussian,"(-4, 0)",ost,1,1.0
607,11: uniform alternative,1.0,500,100000,100000,,gaussian,"(-4, 0)",ost,2,1.0
608,11: uniform alternative,1.0,500,100000,100000,,gaussian,"(-4, 0)",ost,3,0.462
609,11: uniform alternative,1.0,500,100000,100000,,gaussian,"(-4, 0)",ost,4,0.148
610,11: uniform alternative,2.0,500,1000000,1000000,,gaussian,"(-4, 0)",ost,1,1.0
611,11: uniform alternative,2.0,500,1000000,1000000,,gaussian,"(-4, 0)",ost,2,0.696
612,11: uniform alternative,2.0,500,1000000,1000000,,gaussian,"(-4, 0)",ost,3,0.122
613,11: uniform alternative,1.0,500,100000,100000,,laplace,"(-4, 0)",ost,1,1.0
614,11: uniform alternative,1.0,500,100000,100000,,laplace,"(-4, 0)",ost,2,1.0
615,11: uniform alternative,1.0,500,100000,100000,,laplace,"(-4, 0)",ost,3,0.418
616,11: uniform alternative,1.0,500,100000,100000,,laplace,"(-4, 0)",ost,4,0.126
617,11: uniform alternative,2.0,500,1000000,1000000,,laplace,"(-4, 0)",ost,1,1.0
618,11: uniform alternative,2.0,500,1000000,1000000,,laplace,"(-4, 0)",ost,2,0.79
619,11: uniform alternative,2.0,500,1000000,1000000,,laplace,"(-4, 0)",ost,3,0.088
620,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",uniform,Q1,1.0
621,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",uniform,Q2,0.988
622,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",uniform,Q3,0.372
623,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",uniform,Q4,0.378
624,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",uniform,Q5,0.054
625,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",increasing,Q1,1.0
626,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",increasing,Q2,0.992
627,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",increasing,Q3,0.406
628,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",increasing,Q4,0.45
629,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",increasing,Q5,0.094
630,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",decreasing,Q1,0.992
631,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",decreasing,Q2,0.958
632,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",decreasing,Q3,0.3
633,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",decreasing,Q4,0.28
634,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",decreasing,Q5,0.048
635,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",centred,Q1,1.0
636,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",centred,Q2,0.964
637,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",centred,Q3,0.36
638,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",centred,Q4,0.362
639,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",centred,Q5,0.074
640,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",ost,Q1,0.082
641,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",ost,Q2,0.086
642,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",ost,Q3,0.076
643,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",ost,Q4,0.07
644,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(8, 12)",ost,Q5,0.058
645,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,Q1,1.0
646,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,Q2,0.988
647,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,Q3,0.408
648,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,Q4,0.358
649,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",uniform,Q5,0.058
650,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",increasing,Q1,1.0
651,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",increasing,Q2,0.972
652,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",increasing,Q3,0.384
653,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",increasing,Q4,0.39
654,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",increasing,Q5,0.038
655,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",decreasing,Q1,0.998
656,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",decreasing,Q2,0.978
657,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",decreasing,Q3,0.356
658,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",decreasing,Q4,0.41
659,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",decreasing,Q5,0.064
660,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",centred,Q1,1.0
661,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",centred,Q2,0.99
662,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",centred,Q3,0.45
663,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",centred,Q4,0.472
664,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",centred,Q5,0.074
665,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",ost,Q1,0.074
666,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",ost,Q2,0.05
667,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",ost,Q3,0.054
668,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",ost,Q4,0.066
669,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(10, 14)",ost,Q5,0.052
670,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",uniform,Q1,1.0
671,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",uniform,Q2,0.986
672,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",uniform,Q3,0.398
673,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",uniform,Q4,0.38
674,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",uniform,Q5,0.058
675,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",increasing,Q1,0.998
676,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",increasing,Q2,0.96
677,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",increasing,Q3,0.36
678,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",increasing,Q4,0.336
679,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",increasing,Q5,0.044
680,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",decreasing,Q1,1.0
681,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",decreasing,Q2,0.992
682,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",decreasing,Q3,0.454
683,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",decreasing,Q4,0.464
684,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",decreasing,Q5,0.056
685,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",centred,Q1,0.998
686,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",centred,Q2,0.974
687,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",centred,Q3,0.382
688,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",centred,Q4,0.35
689,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",centred,Q5,0.072
690,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",ost,Q1,0.092
691,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",ost,Q2,0.048
692,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",ost,Q3,0.07
693,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",ost,Q4,0.07
694,2: mnist alternative,,500,500,500,wild bootstrap,gaussian,"(12, 16)",ost,Q5,0.048
695,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",uniform,Q1,1.0
696,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",uniform,Q2,0.998
697,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",uniform,Q3,0.548
698,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",uniform,Q4,0.566
699,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",uniform,Q5,0.078
700,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",increasing,Q1,1.0
701,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",increasing,Q2,1.0
702,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",increasing,Q3,0.594
703,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",increasing,Q4,0.58
704,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",increasing,Q5,0.094
705,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",decreasing,Q1,1.0
706,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",decreasing,Q2,0.99
707,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",decreasing,Q3,0.434
708,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",decreasing,Q4,0.498
709,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",decreasing,Q5,0.068
710,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",centred,Q1,1.0
711,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",centred,Q2,1.0
712,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",centred,Q3,0.53
713,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",centred,Q4,0.536
714,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",centred,Q5,0.066
715,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",ost,Q1,0.074
716,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",ost,Q2,0.06
717,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",ost,Q3,0.044
718,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",ost,Q4,0.08
719,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(10, 14)",ost,Q5,0.074
720,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",uniform,Q1,1.0
721,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",uniform,Q2,0.994
722,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",uniform,Q3,0.572
723,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",uniform,Q4,0.612
724,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",uniform,Q5,0.07
725,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",increasing,Q1,1.0
726,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",increasing,Q2,0.998
727,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",increasing,Q3,0.578
728,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",increasing,Q4,0.616
729,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",increasing,Q5,0.086
730,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",decreasing,Q1,1.0
731,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",decreasing,Q2,0.996
732,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",decreasing,Q3,0.558
733,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",decreasing,Q4,0.552
734,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",decreasing,Q5,0.084
735,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",centred,Q1,1.0
736,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",centred,Q2,0.996
737,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",centred,Q3,0.588
738,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",centred,Q4,0.564
739,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",centred,Q5,0.08
740,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",ost,Q1,0.08
741,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",ost,Q2,0.076
742,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",ost,Q3,0.024
743,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",ost,Q4,0.048
744,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(12, 16)",ost,Q5,0.058
745,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",uniform,Q1,1.0
746,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",uniform,Q2,1.0
747,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",uniform,Q3,0.574
748,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",uniform,Q4,0.57
749,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",uniform,Q5,0.084
750,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",increasing,Q1,1.0
751,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",increasing,Q2,0.998
752,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",increasing,Q3,0.608
753,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",increasing,Q4,0.56
754,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",increasing,Q5,0.076
755,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",decreasing,Q1,1.0
756,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",decreasing,Q2,0.998
757,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",decreasing,Q3,0.62
758,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",decreasing,Q4,0.618
759,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",decreasing,Q5,0.06
760,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q1,1.0
761,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q2,0.994
762,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q3,0.608
763,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q4,0.598
764,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",centred,Q5,0.074
765,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q1,0.078
766,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q2,0.072
767,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q3,0.048
768,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q4,0.068
769,2: mnist alternative,,500,500,500,wild bootstrap,laplace,"(14, 18)",ost,Q5,0.042
770,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q1,0.998
771,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q2,0.982
772,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q3,0.39
773,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q4,0.37
774,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",uniform,Q5,0.05
775,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q1,1.0
776,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q2,0.984
777,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q3,0.4
778,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q4,0.392
779,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",increasing,Q5,0.046
780,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q1,0.998
781,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q2,0.978
782,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q3,0.34
783,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q4,0.406
784,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",decreasing,Q5,0.064
785,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q1,1.0
786,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q2,0.992
787,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q3,0.424
788,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q4,0.47
789,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",centred,Q5,0.09
790,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q1,0.074
791,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q2,0.05
792,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q3,0.054
793,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q4,0.066
794,2: mnist alternative,,500,500,500,permutation,gaussian,"(10, 14)",ost,Q5,0.052
795,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q1,1.0
796,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q2,0.994
797,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q3,0.556
798,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q4,0.614
799,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",uniform,Q5,0.072
800,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q1,1.0
801,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q2,0.998
802,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q3,0.584
803,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q4,0.596
804,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",increasing,Q5,0.092
805,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q1,1.0
806,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q2,0.998
807,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q3,0.556
808,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q4,0.55
809,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",decreasing,Q5,0.082
810,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q1,1.0
811,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q2,0.996
812,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q3,0.6
813,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q4,0.552
814,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",centred,Q5,0.076
815,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q1,0.08
816,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q2,0.076
817,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q3,0.024
818,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q4,0.048
819,2: mnist alternative,,500,500,500,permutation,laplace,"(12, 16)",ost,Q5,0.058
820,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q1,0.608
821,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q2,0.298
822,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q3,0.15
823,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q4,0.094
824,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,median,Q5,0.068
825,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q1,0.928
826,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q2,0.694
827,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q3,0.142
828,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q4,0.168
829,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split,Q5,0.056
830,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q1,1.0
831,4: mnist alternative,,500,500,500,wild bootstrap,gaussian,,split (doubled sample sizes),Q2,0.986
